Product Name,Original Price,Discounted Price
CPU AMD RYZEN 9 7900X3D (4.4GHZ UP TO 5.6GHZ/ 140MB/ 12 CORES 24 THREADS/ 120W/ SOCKETS AM5),17.999.000₫,13.599.000₫
"CPU AMD RYZEN 7 5700X3D (3.0GHZ UPTO 4.1GHZ / 100MB / 8 CORES, 16 THREADS / 105W / SOCKET AM4)",7.899.000₫,6.499.000₫
CPU AMD RYZEN 9 7950X3D (4.2GHZ UP TO 5.7GHZ/ 144MB/ 16 CORES 32 THREADS/ 120W/ SOCKETS AM5),20.599.000₫,17.999.000₫
"CPU AMD RYZEN 3 4300G (3.8 GHZ TURBO UPTO 4.0GHZ / 6MB / 4 CORES, 8 THREADS / 65W / SOCKET AM4)",2.899.000₫,2.479.000₫
"CPU AMD RYZEN 5 7600 (3.8 GHZ UPTO 5.1GHZ / 38MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",8.999.000₫,5.290.000₫
"CPU AMD RYZEN 7 5700X (3.4 GHZ UPTO 4.6GHZ / 36MB / 8 CORES, 16 THREADS / 65W / SOCKET AM4)",7.599.000₫,4.499.000₫
"CPU AMD RYZEN 9 5900X (3.7 GHZ UPTO 4.8GHZ / 70MB / 12 CORES, 24 THREADS / 105W / SOCKET AM4)",14.499.000₫,8.599.000₫
"CPU AMD RYZEN 9 5950X (3.4 GHZ UPTO 4.9GHZ / 72MB / 16 CORES, 32 THREADS / 105W / SOCKET AM4)",19.999.000₫,10.599.000₫
"CPU AMD RYZEN 9 7950X (4.5 GHZ UPTO 5.7GHZ / 81MB / 16 CORES, 32 THREADS / 170W / SOCKET AM5)",18.399.000₫,15.199.000₫
"CPU AMD RYZEN 9 7900X (4.7 GHZ UPTO 5.6GHZ / 76MB / 12 CORES, 24 THREADS / 170W / SOCKET AM5)",14.299.000₫,10.999.000₫
"CPU AMD RYZEN 5 4500 (3.6 GHZ TURBO UPTO 4.1GHZ / 11MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",3.899.000₫,2.029.000₫
"CPU AMD RYZEN 5 5500 (3.6 GHZ UPTO 4.2GHZ / 19MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",3.999.000₫,2.099.000₫
